,user_id,appid,Assuming_Ratings
0,0,10,2
1,0,60,5
2,0,70,5
3,0,130,3
4,0,220,5
5,0,240,1
6,0,320,5
7,0,340,2
8,0,400,3
9,0,550,5
10,0,620,5
11,0,730,1
12,0,1046930,2
13,0,8930,2
14,0,105600,3
15,0,72850,4
16,0,49520,2
17,0,230410,2
18,0,238960,5
19,0,251570,1
20,0,252490,1
21,0,219990,2
22,0,261550,1
23,0,271590,2
24,0,275850,2
25,0,304930,1
26,0,239140,2
27,0,255710,1
28,0,367520,5
29,0,292030,5
30,0,377160,4
31,0,431960,2
32,0,289070,1
33,0,578080,1
34,0,582010,1
35,0,632360,1
36,0,814380,4
37,0,892970,1
38,0,945360,1
39,0,1091500,5
40,0,1085660,5
41,0,1097150,1
42,0,1245620,5
0,1,4000,5
1,1,550,2
2,1,8930,3
3,1,620,5
4,1,105600,5
5,1,72850,3
6,1,230410,4
7,1,236390,5
8,1,238960,2
9,1,218620,5
10,1,252490,4
11,1,433850,5
12,1,301520,2
13,1,304050,1
14,1,304930,3
15,1,227940,1
16,1,271590,5
17,1,255710,5
18,1,431960,2
19,1,292030,5
20,1,578080,2
21,1,359550,2
22,1,730,5
23,1,945360,1
24,1,1046930,5
25,1,289070,5
26,1,1172470,2
0,2,4000,3
1,2,550,5
2,2,620,5
3,2,105600,2
4,2,230410,3
5,2,224260,3
6,2,72850,2
7,2,251570,3
8,2,49520,5
9,2,8930,5
10,2,271590,3
11,2,304930,5
12,2,255710,1
13,2,730,5
14,2,377160,1
15,2,359550,5
16,2,239140,5
17,2,431960,5
18,2,275850,5
19,2,381210,5
20,2,466240,5
21,2,289070,5
22,2,292030,5
23,2,578080,5
24,2,648800,5
25,2,218620,2
26,2,755790,5
27,2,532210,5
28,2,892970,5
29,2,1091500,4
30,2,1085660,5
31,2,1174180,5
32,2,1245620,5
33,2,1240440,5
0,3,4000,3
1,3,400,5
2,3,70,5
3,3,130,2
4,3,220,5
5,3,620,5
6,3,105600,5
7,3,730,5
8,3,203160,5
9,3,230410,2
10,3,242760,1
11,3,218620,5
12,3,252490,5
13,3,252950,5
14,3,550,5
15,3,273110,2
16,3,304930,5
17,3,291480,1
18,3,367520,5
19,3,413150,5
20,3,289070,3
21,3,96000,3
22,3,278360,3
0,4,70,2
1,4,220,5
2,4,340,4
3,4,240,5
4,4,360,2
5,4,10,2
6,4,60,2
7,4,80,3
8,4,320,5
9,4,4000,5
10,4,400,5
11,4,10180,5
12,4,550,5
13,4,8930,1
14,4,620,5
15,4,105600,3
16,4,227300,5
17,4,203160,5
18,4,242760,5
19,4,218620,5
20,4,252490,5
21,4,252950,3
22,4,49520,2
23,4,273110,1
24,4,275390,5
25,4,278360,4
26,4,304930,5
27,4,730,5
28,4,381210,5
29,4,239140,5
30,4,433850,5
31,4,359550,2
32,4,489520,1
33,4,578080,2
34,4,945360,3
35,4,370910,5
0,5,220,5
1,5,4000,2
2,5,400,1
3,5,10180,2
4,5,620,2
5,5,105600,2
6,5,49520,1
7,5,72850,1
8,5,550,2
9,5,251570,2
10,5,278360,2
11,5,304930,1
12,5,252490,1
13,5,271590,5
14,5,239140,2
15,5,377160,5
16,5,252950,2
17,5,292030,2
18,5,489520,5
19,5,218620,2
20,5,96000,2
21,5,370910,2
0,6,10,1
1,6,80,1
2,6,70,3
3,6,240,2
4,6,4000,5
5,6,400,2
6,6,10180,2
7,6,620,3
8,6,105600,2
9,6,49520,1
10,6,238960,2
11,6,242760,5
12,6,218620,5
13,6,252950,5
14,6,242050,5
15,6,271590,5
16,6,278360,5
17,6,304050,5
18,6,304930,1
19,6,227940,2
20,6,730,5
21,6,381210,5
22,6,291550,5
23,6,413150,2
24,6,239140,5
25,6,431960,5
26,6,433850,4
27,6,444090,2
28,6,477160,3
29,6,578080,3
30,6,632360,2
31,6,648800,2
32,6,466240,5
33,6,739630,5
34,6,755790,5
35,6,252490,2
36,6,359550,5
37,6,892970,2
38,6,945360,5
39,6,1063730,1
40,6,1089350,5
41,6,1091500,1
42,6,1097150,5
43,6,1085660,3
44,6,1172470,1
45,6,1174180,5
0,7,10,5
1,7,220,3
2,7,4000,2
3,7,400,2
4,7,550,4
5,7,620,4
6,7,105600,4
7,7,8930,5
8,7,218230,4
9,7,218620,3
10,7,251570,2
11,7,252490,3
12,7,227300,3
13,7,203160,5
14,7,278360,5
15,7,289070,3
16,7,730,1
17,7,255710,2
18,7,271590,4
19,7,377160,5
20,7,381210,2
21,7,49520,2
22,7,413150,5
23,7,275850,3
24,7,359550,5
25,7,292030,5
26,7,532210,5
27,7,945360,2
28,7,1046930,5
29,7,632360,1
30,7,1091500,1
0,0,10,2
1,0,60,5
2,0,70,5
3,0,130,3
4,0,220,5
5,0,240,1
6,0,320,5
7,0,340,2
8,0,400,3
9,0,550,5
10,0,620,5
11,0,730,1
12,0,1046930,2
13,0,8930,2
14,0,105600,3
15,0,72850,4
16,0,49520,2
17,0,230410,2
18,0,238960,5
19,0,251570,1
20,0,252490,1
21,0,219990,2
22,0,261550,1
23,0,271590,2
24,0,275850,2
25,0,304930,1
26,0,239140,2
27,0,255710,1
28,0,367520,5
29,0,292030,5
30,0,377160,4
31,0,431960,2
32,0,289070,1
33,0,578080,1
34,0,582010,1
35,0,632360,1
36,0,814380,4
37,0,892970,1
38,0,945360,1
39,0,1091500,5
40,0,1085660,5
41,0,1097150,1
42,0,1245620,5
0,1,4000,5
1,1,550,2
2,1,8930,3
3,1,620,5
4,1,105600,5
5,1,72850,3
6,1,230410,4
7,1,236390,5
8,1,238960,2
9,1,218620,5
10,1,252490,4
11,1,433850,5
12,1,301520,2
13,1,304050,1
14,1,304930,3
15,1,227940,1
16,1,271590,5
17,1,255710,5
18,1,431960,2
19,1,292030,5
20,1,578080,2
21,1,359550,2
22,1,730,5
23,1,945360,1
24,1,1046930,5
25,1,289070,5
26,1,1172470,2
0,2,4000,3
1,2,550,5
2,2,620,5
3,2,105600,2
4,2,230410,3
5,2,224260,3
6,2,72850,2
7,2,251570,3
8,2,49520,5
9,2,8930,5
10,2,271590,3
11,2,304930,5
12,2,255710,1
13,2,730,5
14,2,377160,1
15,2,359550,5
16,2,239140,5
17,2,431960,5
18,2,275850,5
19,2,381210,5
20,2,466240,5
21,2,289070,5
22,2,292030,5
23,2,578080,5
24,2,648800,5
25,2,218620,2
26,2,755790,5
27,2,532210,5
28,2,892970,5
29,2,1091500,4
30,2,1085660,5
31,2,1174180,5
32,2,1245620,5
33,2,1240440,5
0,3,4000,3
1,3,400,5
2,3,70,5
3,3,130,2
4,3,220,5
5,3,620,5
6,3,105600,5
7,3,730,5
8,3,203160,5
9,3,230410,2
10,3,242760,1
11,3,218620,5
12,3,252490,5
13,3,252950,5
14,3,550,5
15,3,273110,2
16,3,304930,5
17,3,291480,1
18,3,367520,5
19,3,413150,5
20,3,289070,3
21,3,96000,3
22,3,278360,3
0,4,70,2
1,4,220,5
2,4,340,4
3,4,240,5
4,4,360,2
5,4,10,2
6,4,60,2
7,4,80,3
8,4,320,5
9,4,4000,5
10,4,400,5
11,4,10180,5
12,4,550,5
13,4,8930,1
14,4,620,5
15,4,105600,3
16,4,227300,5
17,4,203160,5
18,4,242760,5
19,4,218620,5
20,4,252490,5
21,4,252950,3
22,4,49520,2
23,4,273110,1
24,4,275390,5
25,4,278360,4
26,4,304930,5
27,4,730,5
28,4,381210,5
29,4,239140,5
30,4,433850,5
31,4,359550,2
32,4,489520,1
33,4,578080,2
34,4,945360,3
35,4,370910,5
0,5,220,5
1,5,4000,2
2,5,400,1
3,5,10180,2
4,5,620,2
5,5,105600,2
6,5,49520,1
7,5,72850,1
8,5,550,2
9,5,251570,2
10,5,278360,2
11,5,304930,1
12,5,252490,1
13,5,271590,5
14,5,239140,2
15,5,377160,5
16,5,252950,2
17,5,292030,2
18,5,489520,5
19,5,218620,2
20,5,96000,2
21,5,370910,2
0,6,10,1
1,6,80,1
2,6,70,3
3,6,240,2
4,6,4000,5
5,6,400,2
6,6,10180,2
7,6,620,3
8,6,105600,2
9,6,49520,1
10,6,238960,2
11,6,242760,5
12,6,218620,5
13,6,252950,5
14,6,242050,5
15,6,271590,5
16,6,278360,5
17,6,304050,5
18,6,304930,1
19,6,227940,2
20,6,730,5
21,6,381210,5
22,6,291550,5
23,6,413150,2
24,6,239140,5
25,6,431960,5
26,6,433850,4
27,6,444090,2
28,6,477160,3
29,6,578080,3
30,6,632360,2
31,6,648800,2
32,6,466240,5
33,6,739630,5
34,6,755790,5
35,6,252490,2
36,6,359550,5
37,6,892970,2
38,6,945360,5
39,6,1063730,1
40,6,1089350,5
41,6,1091500,1
42,6,1097150,5
43,6,1085660,3
44,6,1172470,1
45,6,1174180,5
0,7,10,5
1,7,220,3
2,7,4000,2
3,7,400,2
4,7,550,4
5,7,620,4
6,7,105600,4
7,7,8930,5
8,7,218230,4
9,7,218620,3
10,7,251570,2
11,7,252490,3
12,7,227300,3
13,7,203160,5
14,7,278360,5
15,7,289070,3
16,7,730,1
17,7,255710,2
18,7,271590,4
19,7,377160,5
20,7,381210,2
21,7,49520,2
22,7,413150,5
23,7,275850,3
24,7,359550,5
25,7,292030,5
26,7,532210,5
27,7,945360,2
28,7,1046930,5
29,7,632360,1
30,7,1091500,1
0,0,10,2
1,0,60,5
2,0,70,5
3,0,130,3
4,0,220,5
5,0,240,1
6,0,320,5
7,0,340,2
8,0,400,3
9,0,550,5
10,0,620,5
11,0,730,1
12,0,1046930,2
13,0,8930,2
14,0,105600,3
15,0,72850,4
16,0,49520,2
17,0,230410,2
18,0,238960,5
19,0,251570,1
20,0,252490,1
21,0,219990,2
22,0,261550,1
23,0,271590,2
24,0,275850,2
25,0,304930,1
26,0,239140,2
27,0,255710,1
28,0,367520,5
29,0,292030,5
30,0,377160,4
31,0,431960,2
32,0,289070,1
33,0,578080,1
34,0,582010,1
35,0,632360,1
36,0,814380,4
37,0,892970,1
38,0,945360,1
39,0,1091500,5
40,0,1085660,5
41,0,1097150,1
42,0,1245620,5
0,1,4000,5
1,1,550,2
2,1,8930,3
3,1,620,5
4,1,105600,5
5,1,72850,3
6,1,230410,4
7,1,236390,5
8,1,238960,2
9,1,218620,5
10,1,252490,4
11,1,433850,5
12,1,301520,2
13,1,304050,1
14,1,304930,3
15,1,227940,1
16,1,271590,5
17,1,255710,5
18,1,431960,2
19,1,292030,5
20,1,578080,2
21,1,359550,2
22,1,730,5
23,1,945360,1
24,1,1046930,5
25,1,289070,5
26,1,1172470,2
0,2,4000,3
1,2,550,5
2,2,620,5
3,2,105600,2
4,2,230410,3
5,2,224260,3
6,2,72850,2
7,2,251570,3
8,2,49520,5
9,2,8930,5
10,2,271590,3
11,2,304930,5
12,2,255710,1
13,2,730,5
14,2,377160,1
15,2,359550,5
16,2,239140,5
17,2,431960,5
18,2,275850,5
19,2,381210,5
20,2,466240,5
21,2,289070,5
22,2,292030,5
23,2,578080,5
24,2,648800,5
25,2,218620,2
26,2,755790,5
27,2,532210,5
28,2,892970,5
29,2,1091500,4
30,2,1085660,5
31,2,1174180,5
32,2,1245620,5
33,2,1240440,5
0,3,4000,3
1,3,400,5
2,3,70,5
3,3,130,2
4,3,220,5
5,3,620,5
6,3,105600,5
7,3,730,5
8,3,203160,5
9,3,230410,2
10,3,242760,1
11,3,218620,5
12,3,252490,5
13,3,252950,5
14,3,550,5
15,3,273110,2
16,3,304930,5
17,3,291480,1
18,3,367520,5
19,3,413150,5
20,3,289070,3
21,3,96000,3
22,3,278360,3
0,4,70,2
1,4,220,5
2,4,340,4
3,4,240,5
4,4,360,2
5,4,10,2
6,4,60,2
7,4,80,3
8,4,320,5
9,4,4000,5
10,4,400,5
11,4,10180,5
12,4,550,5
13,4,8930,1
14,4,620,5
15,4,105600,3
16,4,227300,5
17,4,203160,5
18,4,242760,5
19,4,218620,5
20,4,252490,5
21,4,252950,3
22,4,49520,2
23,4,273110,1
24,4,275390,5
25,4,278360,4
26,4,304930,5
27,4,730,5
28,4,381210,5
29,4,239140,5
30,4,433850,5
31,4,359550,2
32,4,489520,1
33,4,578080,2
34,4,945360,3
35,4,370910,5
0,5,220,5
1,5,4000,2
2,5,400,1
3,5,10180,2
4,5,620,2
5,5,105600,2
6,5,49520,1
7,5,72850,1
8,5,550,2
9,5,251570,2
10,5,278360,2
11,5,304930,1
12,5,252490,1
13,5,271590,5
14,5,239140,2
15,5,377160,5
16,5,252950,2
17,5,292030,2
18,5,489520,5
19,5,218620,2
20,5,96000,2
21,5,370910,2
0,6,10,1
1,6,80,1
2,6,70,3
3,6,240,2
4,6,4000,5
5,6,400,2
6,6,10180,2
7,6,620,3
8,6,105600,2
9,6,49520,1
10,6,238960,2
11,6,242760,5
12,6,218620,5
13,6,252950,5
14,6,242050,5
15,6,271590,5
16,6,278360,5
17,6,304050,5
18,6,304930,1
19,6,227940,2
20,6,730,5
21,6,381210,5
22,6,291550,5
23,6,413150,2
24,6,239140,5
25,6,431960,5
26,6,433850,4
27,6,444090,2
28,6,477160,3
29,6,578080,3
30,6,632360,2
31,6,648800,2
32,6,466240,5
33,6,739630,5
34,6,755790,5
35,6,252490,2
36,6,359550,5
37,6,892970,2
38,6,945360,5
39,6,1063730,1
40,6,1089350,5
41,6,1091500,1
42,6,1097150,5
43,6,1085660,3
44,6,1172470,1
45,6,1174180,5
0,7,10,5
1,7,220,3
2,7,4000,2
3,7,400,2
4,7,550,4
5,7,620,4
6,7,105600,4
7,7,8930,5
8,7,218230,4
9,7,218620,3
10,7,251570,2
11,7,252490,3
12,7,227300,3
13,7,203160,5
14,7,278360,5
15,7,289070,3
16,7,730,1
17,7,255710,2
18,7,271590,4
19,7,377160,5
20,7,381210,2
21,7,49520,2
22,7,413150,5
23,7,275850,3
24,7,359550,5
25,7,292030,5
26,7,532210,5
27,7,945360,2
28,7,1046930,5
29,7,632360,1
30,7,1091500,1
0,0,10,2
1,0,60,5
2,0,70,5
3,0,130,3
4,0,220,5
5,0,240,1
6,0,320,5
7,0,340,2
8,0,400,3
9,0,550,5
10,0,620,5
11,0,730,1
12,0,1046930,2
13,0,8930,2
14,0,105600,3
15,0,72850,4
16,0,49520,2
17,0,230410,2
18,0,238960,5
19,0,251570,1
20,0,252490,1
21,0,219990,2
22,0,261550,1
23,0,271590,2
24,0,275850,2
25,0,304930,1
26,0,239140,2
27,0,255710,1
28,0,367520,5
29,0,292030,5
30,0,377160,4
31,0,431960,2
32,0,289070,1
33,0,578080,1
34,0,582010,1
35,0,632360,1
36,0,814380,4
37,0,892970,1
38,0,945360,1
39,0,1091500,5
40,0,1085660,5
41,0,1097150,1
42,0,1245620,5
0,1,4000,5
1,1,550,2
2,1,8930,3
3,1,620,5
4,1,105600,5
5,1,72850,3
6,1,230410,4
7,1,236390,5
8,1,238960,2
9,1,218620,5
10,1,252490,4
11,1,433850,5
12,1,301520,2
13,1,304050,1
14,1,304930,3
15,1,227940,1
16,1,271590,5
17,1,255710,5
18,1,431960,2
19,1,292030,5
20,1,578080,2
21,1,359550,2
22,1,730,5
23,1,945360,1
24,1,1046930,5
25,1,289070,5
26,1,1172470,2
0,2,4000,3
1,2,550,5
2,2,620,5
3,2,105600,2
4,2,230410,3
5,2,224260,3
6,2,72850,2
7,2,251570,3
8,2,49520,5
9,2,8930,5
10,2,271590,3
11,2,304930,5
12,2,255710,1
13,2,730,5
14,2,377160,1
15,2,359550,5
16,2,239140,5
17,2,431960,5
18,2,275850,5
19,2,381210,5
20,2,466240,5
21,2,289070,5
22,2,292030,5
23,2,578080,5
24,2,648800,5
25,2,218620,2
26,2,755790,5
27,2,532210,5
28,2,892970,5
29,2,1091500,4
30,2,1085660,5
31,2,1174180,5
32,2,1245620,5
33,2,1240440,5
0,3,4000,3
1,3,400,5
2,3,70,5
3,3,130,2
4,3,220,5
5,3,620,5
6,3,105600,5
7,3,730,5
8,3,203160,5
9,3,230410,2
10,3,242760,1
11,3,218620,5
12,3,252490,5
13,3,252950,5
14,3,550,5
15,3,273110,2
16,3,304930,5
17,3,291480,1
18,3,367520,5
19,3,413150,5
20,3,289070,3
21,3,96000,3
22,3,278360,3
0,4,70,2
1,4,220,5
2,4,340,4
3,4,240,5
4,4,360,2
5,4,10,2
6,4,60,2
7,4,80,3
8,4,320,5
9,4,4000,5
10,4,400,5
11,4,10180,5
12,4,550,5
13,4,8930,1
14,4,620,5
15,4,105600,3
16,4,227300,5
17,4,203160,5
18,4,242760,5
19,4,218620,5
20,4,252490,5
21,4,252950,3
22,4,49520,2
23,4,273110,1
24,4,275390,5
25,4,278360,4
26,4,304930,5
27,4,730,5
28,4,381210,5
29,4,239140,5
30,4,433850,5
31,4,359550,2
32,4,489520,1
33,4,578080,2
34,4,945360,3
35,4,370910,5
0,5,220,5
1,5,4000,2
2,5,400,1
3,5,10180,2
4,5,620,2
5,5,105600,2
6,5,49520,1
7,5,72850,1
8,5,550,2
9,5,251570,2
10,5,278360,2
11,5,304930,1
12,5,252490,1
13,5,271590,5
14,5,239140,2
15,5,377160,5
16,5,252950,2
17,5,292030,2
18,5,489520,5
19,5,218620,2
20,5,96000,2
21,5,370910,2
0,6,10,1
1,6,80,1
2,6,70,3
3,6,240,2
4,6,4000,5
5,6,400,2
6,6,10180,2
7,6,620,3
8,6,105600,2
9,6,49520,1
10,6,238960,2
11,6,242760,5
12,6,218620,5
13,6,252950,5
14,6,242050,5
15,6,271590,5
16,6,278360,5
17,6,304050,5
18,6,304930,1
19,6,227940,2
20,6,730,5
21,6,381210,5
22,6,291550,5
23,6,413150,2
24,6,239140,5
25,6,431960,5
26,6,433850,4
27,6,444090,2
28,6,477160,3
29,6,578080,3
30,6,632360,2
31,6,648800,2
32,6,466240,5
33,6,739630,5
34,6,755790,5
35,6,252490,2
36,6,359550,5
37,6,892970,2
38,6,945360,5
39,6,1063730,1
40,6,1089350,5
41,6,1091500,1
42,6,1097150,5
43,6,1085660,3
44,6,1172470,1
45,6,1174180,5
0,7,10,5
1,7,220,3
2,7,4000,2
3,7,400,2
4,7,550,4
5,7,620,4
6,7,105600,4
7,7,8930,5
8,7,218230,4
9,7,218620,3
10,7,251570,2
11,7,252490,3
12,7,227300,3
13,7,203160,5
14,7,278360,5
15,7,289070,3
16,7,730,1
17,7,255710,2
18,7,271590,4
19,7,377160,5
20,7,381210,2
21,7,49520,2
22,7,413150,5
23,7,275850,3
24,7,359550,5
25,7,292030,5
26,7,532210,5
27,7,945360,2
28,7,1046930,5
29,7,632360,1
30,7,1091500,1
0,0,10,2
1,0,60,5
2,0,70,5
3,0,130,3
4,0,220,5
5,0,240,1
6,0,320,5
7,0,340,2
8,0,400,3
9,0,550,5
10,0,620,5
11,0,730,1
12,0,1046930,2
13,0,8930,2
14,0,105600,3
15,0,72850,4
16,0,49520,2
17,0,230410,2
18,0,238960,5
19,0,251570,1
20,0,252490,1
21,0,219990,2
22,0,261550,1
23,0,271590,2
24,0,275850,2
25,0,304930,1
26,0,239140,2
27,0,255710,1
28,0,367520,5
29,0,292030,5
30,0,377160,4
31,0,431960,2
32,0,289070,1
33,0,578080,1
34,0,582010,1
35,0,632360,1
36,0,814380,4
37,0,892970,1
38,0,945360,1
39,0,1091500,5
40,0,1085660,5
41,0,1097150,1
42,0,1245620,5
0,1,4000,5
1,1,550,2
2,1,8930,3
3,1,620,5
4,1,105600,5
5,1,72850,3
6,1,230410,4
7,1,236390,5
8,1,238960,2
9,1,218620,5
10,1,252490,4
11,1,433850,5
12,1,301520,2
13,1,304050,1
14,1,304930,3
15,1,227940,1
16,1,271590,5
17,1,255710,5
18,1,431960,2
19,1,292030,5
20,1,578080,2
21,1,359550,2
22,1,730,5
23,1,945360,1
24,1,1046930,5
25,1,289070,5
26,1,1172470,2
0,2,4000,3
1,2,550,5
2,2,620,5
3,2,105600,2
4,2,230410,3
5,2,224260,3
6,2,72850,2
7,2,251570,3
8,2,49520,5
9,2,8930,5
10,2,271590,3
11,2,304930,5
12,2,255710,1
13,2,730,5
14,2,377160,1
15,2,359550,5
16,2,239140,5
17,2,431960,5
18,2,275850,5
19,2,381210,5
20,2,466240,5
21,2,289070,5
22,2,292030,5
23,2,578080,5
24,2,648800,5
25,2,218620,2
26,2,755790,5
27,2,532210,5
28,2,892970,5
29,2,1091500,4
30,2,1085660,5
31,2,1174180,5
32,2,1245620,5
33,2,1240440,5
0,3,4000,3
1,3,400,5
2,3,70,5
3,3,130,2
4,3,220,5
5,3,620,5
6,3,105600,5
7,3,730,5
8,3,203160,5
9,3,230410,2
10,3,242760,1
11,3,218620,5
12,3,252490,5
13,3,252950,5
14,3,550,5
15,3,273110,2
16,3,304930,5
17,3,291480,1
18,3,367520,5
19,3,413150,5
20,3,289070,3
21,3,96000,3
22,3,278360,3
0,4,70,2
1,4,220,5
2,4,340,4
3,4,240,5
4,4,360,2
5,4,10,2
6,4,60,2
7,4,80,3
8,4,320,5
9,4,4000,5
10,4,400,5
11,4,10180,5
12,4,550,5
13,4,8930,1
14,4,620,5
15,4,105600,3
16,4,227300,5
17,4,203160,5
18,4,242760,5
19,4,218620,5
20,4,252490,5
21,4,252950,3
22,4,49520,2
23,4,273110,1
24,4,275390,5
25,4,278360,4
26,4,304930,5
27,4,730,5
28,4,381210,5
29,4,239140,5
30,4,433850,5
31,4,359550,2
32,4,489520,1
33,4,578080,2
34,4,945360,3
35,4,370910,5
0,5,220,5
1,5,4000,2
2,5,400,1
3,5,10180,2
4,5,620,2
5,5,105600,2
6,5,49520,1
7,5,72850,1
8,5,550,2
9,5,251570,2
10,5,278360,2
11,5,304930,1
12,5,252490,1
13,5,271590,5
14,5,239140,2
15,5,377160,5
16,5,252950,2
17,5,292030,2
18,5,489520,5
19,5,218620,2
20,5,96000,2
21,5,370910,2
0,6,10,1
1,6,80,1
2,6,70,3
3,6,240,2
4,6,4000,5
5,6,400,2
6,6,10180,2
7,6,620,3
8,6,105600,2
9,6,49520,1
10,6,238960,2
11,6,242760,5
12,6,218620,5
13,6,252950,5
14,6,242050,5
15,6,271590,5
16,6,278360,5
17,6,304050,5
18,6,304930,1
19,6,227940,2
20,6,730,5
21,6,381210,5
22,6,291550,5
23,6,413150,2
24,6,239140,5
25,6,431960,5
26,6,433850,4
27,6,444090,2
28,6,477160,3
29,6,578080,3
30,6,632360,2
31,6,648800,2
32,6,466240,5
33,6,739630,5
34,6,755790,5
35,6,252490,2
36,6,359550,5
37,6,892970,2
38,6,945360,5
39,6,1063730,1
40,6,1089350,5
41,6,1091500,1
42,6,1097150,5
43,6,1085660,3
44,6,1172470,1
45,6,1174180,5
0,7,10,5
1,7,220,3
2,7,4000,2
3,7,400,2
4,7,550,4
5,7,620,4
6,7,105600,4
7,7,8930,5
8,7,218230,4
9,7,218620,3
10,7,251570,2
11,7,252490,3
12,7,227300,3
13,7,203160,5
14,7,278360,5
15,7,289070,3
16,7,730,1
17,7,255710,2
18,7,271590,4
19,7,377160,5
20,7,381210,2
21,7,49520,2
22,7,413150,5
23,7,275850,3
24,7,359550,5
25,7,292030,5
26,7,532210,5
27,7,945360,2
28,7,1046930,5
29,7,632360,1
30,7,1091500,1
